TELEGRAPH ST,Vacant,1
TELFORD ST,Residential,1
TEMPLE PL,Commercial,2
TEMPLE PL,Public & Quasi-Public,4
TEMPLE PL,Residential,3
TEMPLE PL,Residential (Mixed-Use),2
TEMPLE ST,Commercial,3
TEMPLE ST,Public & Quasi-Public,3
TEMPLE ST,Residential,137
TEMPLE ST,Vacant,5
TEMPLE TE,Residential,7
TEMPLETON WY,Residential,1
TENEAN ST,Commercial,5
TENEAN ST,Industrial,2
TENEAN ST,Public & Quasi-Public,8
TENEAN ST,Vacant,5
TENNIS RD,Public & Quasi-Public,1
TENNIS RD,Residential,33
TENNIS RD,Vacant,6
TENNYSON ST,Residential,25
TENNYSON ST,Vacant,1
TERAGRAM ST,Residential,6
TERESA TE,Residential,4
TERMINAL ST,Commercial,1
TERMINAL ST,Industrial,4
TERMINAL ST,Public & Quasi-Public,4
TERMINAL ST,Residential (Mixed-Use),1
TERMINAL ST,Vacant,11
TERMINE AV,Residential,1
TERRACE PL,Residential,2
TERRACE ST,Commercial,8
TERRACE ST,Industrial,1
TERRACE ST,Public & Quasi-Public,7
TERRACE ST,Residential,7
TERRACE ST,Vacant,9
TESLA ST,Commercial,1
TESLA ST,Public & Quasi-Public,1
TESLA ST,Residential,3
TETLOW ST,Public & Quasi-Public,1
TETLOW ST,Residential,1
THACHER CT,Residential,8
THACHER CT,Vacant,4
THACHER ST,Commercial,1
THACHER ST,Residential,7
THACHER ST,Residential (Mixed-Use),1
THANE ST,Public & Quasi-Public,1
THANE ST,Residential,15
THANE ST,Vacant,1
THATCHER ST,Commercial,1
THATCHER ST,Public & Quasi-Public,1
THATCHER ST,Residential,34
THATCHER ST,Vacant,5
THATCHER TE,Vacant,1
THELMA RD,Residential,8
THEODORE A GLYNN WY,Industrial,1
THEODORE A GLYNN WY,Vacant,1
THEODORE PARKER RD,Residential,31
THEODORE ST,Public & Quasi-Public,1
THEODORE ST,Residential,19
THEODORE ST,Vacant,3
THETFORD AV,Public & Quasi-Public,2
THETFORD AV,Residential,46
THETFORD AV,Vacant,3
THIRD AV,Commercial,1
THIRD AV,Public & Quasi-Public,1
THIRD AV,Vacant,1
THIRD STREET PL,Residential,1
THIRTEENTH ST,Commercial,4
THIRTEENTH ST,Public & Quasi-Public,3
THIRTEENTH ST,Vacant,4
THIRTY FOOT ,Vacant,1
THIRTY FT ST ZZ ,Vacant,1
THOMAS PK,Public & Quasi-Public,1
THOMAS PK,Residential,31
THOMAS PK,Vacant,2
THOMAS ST,Public & Quasi-Public,1
THOMAS ST,Residential,8
THOMAS ST,Vacant,1
THOMPSON ISLAND ,Public & Quasi-Public,1
THOMPSON PL,Commercial,2
THOMPSON SQ,Commercial,2
THOMPSON ST,Public & Quasi-Public,6
THOMPSON ST,Residential,54
THOMPSON ST,Vacant,6
THOMSON PL,Commercial,1
THOMSON PL,Vacant,1
THORN ST,Residential,4
THORNDIKE ST,Commercial,1
THORNDIKE ST,Public & Quasi-Public,1
THORNDIKE ST,Residential,1
THORNDIKE ST,Vacant,3
THORNLEY ST,Residential,23
THORNTON PL,Residential,4
THORNTON PL,Vacant,2
THORNTON ST,Public & Quasi-Public,8
THORNTON ST,Residential,40
THORNTON ST,Vacant,9
THORNTON TE,Residential,1
THRUSH ST,Public & Quasi-Public,1
THRUSH ST,Residential,6
THRUSH ST,Vacant,2
THURLOW ST,Residential,10
THURSTON ST,Residential,22
THURSTON ST,Vacant,12
THWING ST,Public & Quasi-Public,2
THWING ST,Residential,11
TICKNOR ST,Residential,11
TIDE ST,Commercial,1
TIDE ST,Vacant,1
TILESBORO ST,Residential,9
TILESTON PL,Residential,1
TILESTON ST,Public & Quasi-Public,7
TILESTON ST,Residential,25
TILESTON ST,Vacant,4
TILMAN ST,Residential,5
TINA AV,Residential,10
TINA AV,Vacant,3
TIP TOP ST,Residential,11
TIVERTON RD,Residential,12
TOBIN BRIDGE ,Vacant,1
TOBIN RD,Residential,16
TOBIN RD,Vacant,1
TOLAND TE,Public & Quasi-Public,1
TOLEDO TE,Residential,4
TOLL GATE WY,Public & Quasi-Public,2
TOLMAN ST,Commercial,1
TOLMAN ST,Public & Quasi-Public,1
TOLMAN ST,Residential,19
TOLMAN ST,Vacant,2
TONAWANDA ST,Public & Quasi-Public,1
TONAWANDA ST,Residential,59
TONAWANDA ST,Vacant,1
TOPALIAN ST,Commercial,3
TOPALIAN ST,Industrial,1
TOPALIAN ST,Residential,3
TOPALIAN ST,Vacant,2
TOPEKA ST,Commercial,3
TOPEKA ST,Vacant,5
TOPLIFF ST,Commercial,1
TOPLIFF ST,Residential,42
TOPLIFF ST,Vacant,2
TORPIE ST,Residential,2
TORPIE ST,Vacant,2
TORREY ST,Commercial,3
TORREY ST,Public & Quasi-Public,5
TORREY ST,Residential,16
TORREY ST,Vacant,5
TOVAR ST,Residential,6
TOVAR ST,Vacant,1
TOWER ST,Commercial,2
TOWER ST,Residential,34
TOWER ST,Vacant,4
TOWNSEND ST,Commercial,2
TOWNSEND ST,Public & Quasi-Public,9
TOWNSEND ST,Residential,29
TOWNSEND ST,Vacant,2
TRACTON AV,Residential,3
TRACTON AV,Vacant,1
TRAIN ST,Residential,70
TRAIN ST,Vacant,2
TRANSIT ST,Residential,2
TRAPELO ST,Residential,16
TRAVELER ST,Commercial,2
TRAVELER ST,Residential,1
TRAVELER ST,Residential (Mixed-Use),1
TRAVIS ST,Commercial,1
TRAVIS ST,Industrial,1
TRAVIS ST,Public & Quasi-Public,1
TREADWAY RD,Residential,13
TRELAWNEY RD,Residential,2
TREMLETT ST,Residential,32
TREMLETT ST,Vacant,3
TREMONT PL,Vacant,2
TREMONT ST,Commercial,55
TREMONT ST,Industrial,1
TREMONT ST,Public & Quasi-Public,58
TREMONT ST,Residential,133
TREMONT ST,Residential (Mixed-Use),47
TREMONT ST,Vacant,25
TRENT ST,Residential,4
TRENTON ST,Commercial,3
TRENTON ST,Public & Quasi-Public,1
TRENTON ST,Residential,137
TRENTON ST,Residential (Mixed-Use),1
TRENTON ST,Vacant,2
TRESCOTT ST,Residential,8
TRIDENT ST,Commercial,1
TRILLING WY,Public & Quasi-Public,3
TRILLING WY,Vacant,1
TRINITY PL,Commercial,2
TRINITY TE,Commercial,1
TRINITY TE,Residential (Mixed-Use),3
TRULL ST,Public & Quasi-Public,1
TRULL ST,Residential,16
TRULL ST,Vacant,2
TRUMAN HW,Commercial,7
TRUMAN HW,Public & Quasi-Public,12
TRUMAN HW,Residential,68
TRUMAN HW,Vacant,9
TRUMAN PW,Residential,2
TUCKER ST,Public & Quasi-Public,1
TUCKER ST,Residential,1
TUCKER ST,Vacant,6
TUCKERMAN ST,Residential,5
TUCKERMAN ST,Vacant,1
TUDOR ST,Commercial,4
TUDOR ST,Residential,17
TUDOR ST,Vacant,8
TUFTS ST,Commercial,1
TUFTS ST,Public & Quasi-Public,1
TUPELO ST,Residential,8
TUPELO ST,Vacant,1
TURNER ST,Public & Quasi-Public,1
TURNER ST,Residential,32
TURTLE POND PW,Residential,48
TURTLE POND PW,Vacant,10
TUTTLE ST,Residential,27
TYLER ST,Commercial,19
TYLER ST,Public & Quasi-Public,10
TYLER ST,Residential,40
TYLER ST,Vacant,2
TYNDALE ST,Residential,61
TYNDALE ST,Vacant,1
UFFORD ST,Public & Quasi-Public,1
UFFORD ST,Residential,2
UFFORD ST,Vacant,1
UNDINE RD,Public & Quasi-Public,3
UNDINE RD,Residential,32
UNDINE RD,Vacant,1
UNION AV,Residential,23
UNION AV,Residential (Mixed-Use),2
UNION AV,Vacant,8
UNION PARK ST,Commercial,1
UNION PARK ST,Public & Quasi-Public,4
UNION PARK ST,Residential,16
UNION PK,Public & Quasi-Public,1
UNION PK,Residential,26
UNION ST,Commercial,7
UNION ST,Public & Quasi-Public,2
UNION ST,Residential,50
UNION ST,Vacant,7
UNITY CT,Public & Quasi-Public,5
UNITY CT,Residential,3
UNITY CT,Vacant,1
UNITY ST,Public & Quasi-Public,3
UNITY ST,Residential,10
UNIVERSITY RD,Public & Quasi-Public,2
UPCREST RD,Residential,13
UPHAM AV,Residential,6
UPHAM CT,Vacant,2
UPLAND AV,Residential,14
UPLAND AV,Vacant,1
UPTON ST,Public & Quasi-Public,5
UPTON ST,Residential,12
UPTON ST,Residential (Mixed-Use),1
UPTON ST,Vacant,5
UTICA ST,Commercial,2
VALE ST,Public & Quasi-Public,3
VALE ST,Residential,10
VALE ST,Vacant,3
VALENCIA RD,Residential,7
VALENTINE ST,Commercial,1
VALENTINE ST,Public & Quasi-Public,17
VALENTINE ST,Residential,3
VALENTINE ST,Residential (Mixed-Use),1
VALENTINE ST,Vacant,1
VALLARO RD,Residential,18
VALLARO RD,Vacant,1
VALLEY RD,Residential,23
VALLEY RD,Vacant,1
VAN BRUNT ,Residential,3
VAN BRUNT ST,Residential,18
VAN NESS ST,Commercial,2
VAN WINKLE ST,Residential,21
VAN WINKLE ST,Vacant,1
VANCOUVER ST,Public & Quasi-Public,4
VANCOUVER ST,Residential,2
VANCOUVER ST,Residential (Mixed-Use),1
VANDERBILT AV,Residential,5
VANDERBILT AV,Vacant,5
VARICK RD,Residential,9
VARNEY ST,Residential,5
VARNEY ST,Vacant,1
VASSAR ST,Residential,21
VAUGHAN AV,Commercial,1
VAUGHAN AV,Public & Quasi-Public,1
VAUGHAN AV,Residential,11
VAUGHAN AV,Vacant,10
VENDEN PL,Residential,1
VENICE ST,Vacant,2
VENTURA ST,Public & Quasi-Public,1
VENTURA ST,Residential,9
VENTURA ST,Vacant,1
VERA ST,Residential,9
VERDUN ST,Residential,10
VERDUN ST,Vacant,1
VERMONT ST,Residential,90
VERMONT ST,Vacant,4
VERNDALE ST,Residential,4
VERNON PL,Public & Quasi-Public,1
VERNON ST,Public & Quasi-Public,12
VERNON ST,Residential,18
VERNON ST,Vacant,6
VERONA ST,Residential,2
VERONA ST,Vacant,1
VERRILL ST,Residential,11
VERRILL ST,Vacant,1
VERSHIRE ST,Residential,17
VERSHIRE ST,Vacant,1
VESPER ST,Residential,1
VESTA RD,Residential,17
VESTA RD,Vacant,3
VFW PW,Commercial,40
VFW PW,Industrial,2
VFW PW,Public & Quasi-Public,12
VFW PW,Residential,97
VFW PW,Vacant,25
VICKSBURG ST,Vacant,1
VICTOR ST,Residential,1
VICTOR ST,Vacant,3
VICTORIA HEIGHTS RD,Vacant,1
VICTORIA ST,Residential,20
VICTORY RD,Commercial,5
VICTORY RD,Industrial,1
VICTORY RD,Public & Quasi-Public,8
VICTORY RD,Residential,17
VICTORY RD,Residential (Mixed-Use),1
VICTORY RD,Vacant,2
VIENNA ST,Public & Quasi-Public,10
VIEW SOUTH AV,Residential,1
VIKING ST,Residential,7
VIKING TE,Public & Quasi-Public,1
VIKING TE,Residential,5
VILLAGE CT,Public & Quasi-Public,2
VINAL ST,Residential,3
VINCENT RD,Residential,21
VINE AV,Residential,1
VINE AV,Vacant,1
VINE ST,Commercial,1
VINE ST,Public & Quasi-Public,5
VINE ST,Residential,6
VINE ST,Vacant,4
VINELAND ST,Commercial,4
VINELAND ST,Residential,8
VINELAND ST,Residential (Mixed-Use),1
VINELAND ST,Vacant,4
VINING ST,Public & Quasi-Public,1
VINING ST,Vacant,1
VINSON ST,Public & Quasi-Public,1
VINSON ST,Residential,21
VINTON ST,Residential,15
VINTON ST,Vacant,1
VIOLANTE ST,Public & Quasi-Public,1
VIOLANTE ST,Residential,8
VIOLET ST,Public & Quasi-Public,2
VIOLET ST,Residential,25
VIOLET ST,Vacant,2
VIRGIL RD,Residential,9
VIRGINIA ST,Commercial,1
VIRGINIA ST,Public & Quasi-Public,5
VIRGINIA ST,Residential,28
VIRGINIA ST,Vacant,1
VISTA ST,Residential,18
VOGEL ST,Residential,52
VOGEL ST,Vacant,2
VON HILLERN ST,Commercial,4
VON HILLERN ST,Public & Quasi-Public,1
VON HILLERN ST,Vacant,2
VOSE AV,Residential,10
VOSE AV,Vacant,2
W BELLFLOWER ST,Commercial,2
W BELLFLOWER ST,Residential,5
W BELLFLOWER ST,Vacant,1
W BOUNDARY RD,Public & Quasi-Public,3
W BOUNDARY RD,Residential,3
W BOUNDARY RD,Vacant,6
W BROADWAY ,Commercial,34
W BROADWAY ,Industrial,1
W BROADWAY ,Public & Quasi-Public,8
W BROADWAY ,Residential,21
W BROADWAY ,Residential (Mixed-Use),28
W BROADWAY ,Vacant,15
W BROADWAY ST,Residential,2
W BROOKLINE ST,Public & Quasi-Public,3
W BROOKLINE ST,Residential,36
W BROOKLINE ST,Residential (Mixed-Use),2
W CANTON ST,Public & Quasi-Public,1
W CANTON ST,Residential,41
W CANTON ST,Residential (Mixed-Use),2
W CEDAR ST,Commercial,1
W CEDAR ST,Public & Quasi-Public,1
W CEDAR ST,Residential,70
W CONCORD ST,Public & Quasi-Public,1
W CONCORD ST,Residential,29
W CONCORD ST,Residential (Mixed-Use),4
W CONCORD ST,Vacant,2
W COTTAGE ST,Public & Quasi-Public,3
W COTTAGE ST,Residential,38
W COTTAGE ST,Vacant,16
W DEDHAM ST,Public & Quasi-Public,3
W DEDHAM ST,Residential,1
W DEDHAM ST,Residential (Mixed-Use),1
W EAGLE ST,Residential,54
W EAGLE ST,Vacant,1
W EIGHTH ST,Public & Quasi-Public,4
W EIGHTH ST,Residential,39
W EIGHTH ST,Vacant,13
W FIFTH ST,Commercial,1
W FIFTH ST,Industrial,1
W FIFTH ST,Public & Quasi-Public,2
W FIFTH ST,Residential,52
W FIFTH ST,Residential (Mixed-Use),2
W FIFTH ST,Vacant,8
W FIRST ST,Commercial,12
W FIRST ST,Industrial,2
W FIRST ST,Public & Quasi-Public,1
W FIRST ST,Residential,1
W FIRST ST,Vacant,8
W FOURTH ST,Commercial,2
W FOURTH ST,Industrial,1
W FOURTH ST,Public & Quasi-Public,8
W FOURTH ST,Residential,55
W FOURTH ST,Vacant,6
W HAVEN ST,Vacant,1
W HILL PL,Residential,5
W HILL PL,Vacant,4
W HOWELL ST,Commercial,1
W HOWELL ST,Industrial,1
W HOWELL ST,Vacant,3
W MILTON ST,Commercial,1
W MILTON ST,Public & Quasi-Public,3
W MILTON ST,Residential,64
W MILTON ST,Vacant,3
W NEWTON ST,Commercial,1
W NEWTON ST,Public & Quasi-Public,6
W NEWTON ST,Residential,67
W NEWTON ST,Residential (Mixed-Use),2
W NEWTON ST,Vacant,5
W NINTH ST,Commercial,1
W NINTH ST,Industrial,1
W NINTH ST,Residential,27
W NINTH ST,Vacant,8
W PARK ST,Residential,4
W PARK ST,Vacant,1
W ROXBURY PW,Public & Quasi-Public,5
W ROXBURY PW,Residential,81
W ROXBURY PW,Vacant,7
W RUTLAND SQ,Public & Quasi-Public,1
W RUTLAND SQ,Residential,6
W SCHOOL ST,Residential (Mixed-Use),1
W SECOND ST,Commercial,4
W SECOND ST,Industrial,1
W SECOND ST,Public & Quasi-Public,3
W SECOND ST,Residential,36
W SECOND ST,Residential (Mixed-Use),1
W SECOND ST,Vacant,7
W SELDEN ST,Residential,111
W SELDEN ST,Vacant,16
W SEVENTH ST,Commercial,2
W SEVENTH ST,Residential,34
W SEVENTH ST,Residential (Mixed-Use),2
W SEVENTH ST,Vacant,17
W SIXTH ST,Public & Quasi-Public,3
W SIXTH ST,Residential,24
W SIXTH ST,Vacant,9
W SORRENTO ST,Commercial,1
W SORRENTO ST,Industrial,1
W SORRENTO ST,Residential,2
W SORRENTO ST,Vacant,4
W SPRINGFIELD ST,Public & Quasi-Public,7
W SPRINGFIELD ST,Residential,36
W SPRINGFIELD ST,Residential (Mixed-Use),3
W SPRINGFIELD ST,Vacant,1
W THIRD ST,Commercial,5
W THIRD ST,Public & Quasi-Public,4
W THIRD ST,Residential,85
W THIRD ST,Residential (Mixed-Use),3
W THIRD ST,Vacant,22
W TREMLETT ST,Public & Quasi-Public,1
W TREMLETT ST,Residential,25
W TREMLETT ST,Vacant,3
W WALNUT PK,Residential,38
W WALNUT PK,Vacant,3
WABASH ST,Public & Quasi-Public,2
WABASH ST,Residential,14
WABENO ST,Residential,7
WABON ST,Residential,30
WABON ST,Vacant,1
WACHUSETT ST,Public & Quasi-Public,4
WACHUSETT ST,Residential,80
WACHUSETT ST,Vacant,4
WADE ST,Residential,16
WADLEIGH PL,Commercial,3
WADSWORTH ST,Residential,17
WAINWRIGHT ST,Residential,16
WAIT ST,Public & Quasi-Public,10
WAIT ST,Residential,17
WAIT ST,Residential (Mixed-Use),1
WAIT ST,Vacant,4
WAKEFIELD AV,Residential,1
WAKULLAH ST,Public & Quasi-Public,4
WAKULLAH ST,Residential,9
WAKULLAH ST,Vacant,5
WALBRIDGE ST,Commercial,1
WALBRIDGE ST,Residential,2
WALDECK ST,Public & Quasi-Public,1
WALDECK ST,Residential,41
WALDEMAR AV,Commercial,2
WALDEMAR AV,Public & Quasi-Public,3
WALDEMAR AV,Residential,46
WALDEMAR AV,Vacant,7
WALDEN ST,Public & Quasi-Public,4
WALDEN ST,Residential,11
WALDEN ST,Vacant,2
WALDO TE,Residential,4
WALDORF ST,Residential,4
WALDREN RD,Public & Quasi-Public,1
WALDREN RD,Residential,2
WALES PL,Vacant,1
WALES ST,Commercial,2
WALES ST,Public & Quasi-Public,4
WALES ST,Residential,22
WALES ST,Residential (Mixed-Use),5
WALES ST,Vacant,7
WALK HILL ST,Commercial,6
WALK HILL ST,Public & Quasi-Public,17
WALK HILL ST,Residential,92
WALK HILL ST,Residential (Mixed-Use),4
WALK HILL ST,Vacant,4
WALKER ST,Public & Quasi-Public,1
WALKER ST,Residential,15
WALKER ST,Vacant,1
WALL ST,Residential,21
WALL ST,Vacant,1
WALLACE CT,Residential,7
WALLACE PK,Residential,4
WALLEY ST,Industrial,1
WALLEY ST,Residential,6
WALLEY ST,Vacant,1
WALLINGFORD RD,Public & Quasi-Public,2
WALLINGFORD RD,Residential,42
WALLINGFORD RD,Vacant,3
WALNUT AV,Commercial,1
WALNUT AV,Public & Quasi-Public,15
WALNUT AV,Residential,71
WALNUT AV,Residential (Mixed-Use),2
WALNUT AV,Vacant,6
WALNUT CT,Residential,6
WALNUT CT,Vacant,1
WALNUT PK,Commercial,1
WALNUT PK,Residential,18
WALNUT PK,Vacant,1
WALNUT RD,Public & Quasi-Public,15
WALNUT RD,Residential,6
WALNUT RD,Vacant,8
WALNUT ST,Commercial,6
WALNUT ST,Industrial,1
WALNUT ST,Public & Quasi-Public,8
WALNUT ST,Residential,41
WALNUT ST,Vacant,7
WALTER ST,Commercial,3
WALTER ST,Public & Quasi-Public,1
WALTER ST,Residential,72
WALTER ST,Residential (Mixed-Use),1
WALTER ST,Vacant,4
WALTHAM ST,Commercial,1
WALTHAM ST,Residential,8
WALTON ST,Public & Quasi-Public,1
WALTON ST,Residential,11
WALTON ST,Vacant,1
WALWORTH ST,Residential,64
WALWORTH ST,Vacant,5
WARD CT,Residential,7
WARD ST,Public & Quasi-Public,4
WARD ST,Residential,18
WARD ST,Vacant,3
WARDMAN RD,Residential,9
WARE ST,Residential,7
WARE ST,Vacant,2
WAREHAM ST,Commercial,7
WAREHAM ST,Industrial,3
WAREHAM ST,Residential (Mixed-Use),1
WAREHAM ST,Vacant,1
WARNER ST,Residential,19
WARNER ST,Vacant,2
WARREN AV,Public & Quasi-Public,5
WARREN AV,Residential,101
WARREN AV,Residential (Mixed-Use),2
WARREN AV,Vacant,4
WARREN PK,Residential,4
WARREN PL,Public & Quasi-Public,1
WARREN PL,Residential,6
WARREN PL,Vacant,5
WARREN SQ,Residential,4
WARREN ST,Commercial,23
WARREN ST,Public & Quasi-Public,39
WARREN ST,Residential,63
WARREN ST,Residential (Mixed-Use),13
WARREN ST,Vacant,19
WARRENTON ST,Commercial,4
WARRENTON ST,Industrial,1
WARRENTON ST,Public & Quasi-Public,1
WARRENTON ST,Residential,1
WARWICK ST,Public & Quasi-Public,3
WARWICK ST,Residential,21
WARWICK ST,Vacant,3
WASHBURN ST,Public & Quasi-Public,2
WASHBURN ST,Residential,15
WASHBURN ST,Vacant,3
WASHINGTON AV,Industrial,1
WASHINGTON MA,Commercial,1
WASHINGTON PL,Public & Quasi-Public,1
WASHINGTON PL,Residential,1
WASHINGTON PL,Vacant,3
WASHINGTON ST,Commercial,367
WASHINGTON ST,Industrial,6
WASHINGTON ST,Public & Quasi-Public,176
WASHINGTON ST,Residential,657
WASHINGTON ST,Residential (Mixed-Use),72
WASHINGTON ST,Vacant,122
WASHINGTON STREET PL,Residential,8
WASHINGTON STREET PL,Vacant,2
WATER ST,Commercial,4
WATER ST,Residential,6
WATER ST,Residential (Mixed-Use),1
WATER ST,Vacant,2
WATERLOO ST,Residential,9
WATERLOW ST,Residential,10
WATERLOW ST,Vacant,1
WATERMAN RD,Residential,22
WATERMAN RD,Vacant,4
WAUMBECK ST,Residential,63
WAUMBECK ST,Residential (Mixed-Use),2
WAUMBECK ST,Vacant,5
WAVE AV,Residential,4
WAVERLY RD,Vacant,8
WAVERLY ST,Commercial,2
WAVERLY ST,Public & Quasi-Public,6
WAVERLY ST,Residential,62
WAVERLY ST,Residential (Mixed-Use),1
WAVERLY ST,Vacant,5
WAY ST,Vacant,1
WAYBURN RD,Residential,15
WAYBURN RD,Vacant,1
WAYLAND ST,Commercial,1
WAYLAND ST,Public & Quasi-Public,2
WAYLAND ST,Residential,42
WAYLAND ST,Residential (Mixed-Use),1
WAYLAND ST,Vacant,9
WAYMOUNT ST,Public & Quasi-Public,10
WAYNE ST,Residential,14
WAYNE ST,Vacant,1
WEBB PK,Residential,3
WEBBER ST,Vacant,4
WEBLEY ST,Residential,2
WEBSTER AV,Residential,12
WEBSTER AV,Vacant,3
WEBSTER PL,Residential,4
WEBSTER ST,Commercial,1
WEBSTER ST,Public & Quasi-Public,1
WEBSTER ST,Residential,133
WEBSTER ST,Vacant,10
WEDGEMERE RD,Public & Quasi-Public,1
WEDGEMERE RD,Residential,12
WEDGEMERE RD,Vacant,3
WEDGEWOOD RD,Residential,4
WEDMORE ST,Residential,1
WEDMORE ST,Vacant,3
WEEKS AV,Residential,13
WEEKS AV,Vacant,1
WEITZ ST,Residential,5
WEITZ ST,Vacant,2
WELD AV,Commercial,2
WELD AV,Residential,15
WELD AV,Vacant,1
WELD HILL ST,Residential,32
WELD ST,Public & Quasi-Public,1
WELD ST,Residential,159
WELD ST,Vacant,4
WELDON ST,Residential,6
WELDON ST,Vacant,1
WELLAND RD,Vacant,1
WELLES AV,Commercial,2
WELLES AV,Industrial,1
WELLES AV,Public & Quasi-Public,2
WELLES AV,Residential,53
WELLES AV,Vacant,3
WELLESLEY PK,Public & Quasi-Public,1
WELLESLEY PK,Residential,25
WELLINGTON HILL ST,Public & Quasi-Public,1
WELLINGTON HILL ST,Residential,85
WELLINGTON HILL ST,Residential (Mixed-Use),2
WELLINGTON HILL ST,Vacant,2
WELLINGTON PL,Vacant,2
WELLINGTON ST,Public & Quasi-Public,1
WELLINGTON ST,Residential,15
WELLINGTON ST,Residential (Mixed-Use),1
WELLINGTON ST,Vacant,2
WELLSMERE PK,Residential,3
WELLSMERE RD,Residential,37
WELLSMERE RD,Residential (Mixed-Use),1
WELLSMERE TE,Residential,6
WELTON RD,Residential,6
WELTON RD,Vacant,1
WENDELL PL,Residential,1
WENDELL ST,Commercial,3
WENDELLER ST,Residential,3
WENDELLER ST,Vacant,5
WENDOVER ST,Commercial,1
WENDOVER ST,Residential,17
WENDOVER ST,Vacant,2
WENHAM ST,Residential,35
WENLOCK RD,Residential,7
WENONAH ST,Public & Quasi-Public,2
WENONAH ST,Residential,11
WENSLEY ST,Public & Quasi-Public,2
WENSLEY ST,Residential,22
WENSLEY ST,Vacant,3
WENTWORTH ST,Public & Quasi-Public,3
WENTWORTH ST,Residential,22
WENTWORTH ST,Vacant,4
WENTWORTH TE,Residential,7
WENTWORTH TE,Vacant,3
WESLEY PL,Residential,3
WESLEY ST,Residential,3
WESLEY ST,Vacant,3
WEST SERVICE RD,Vacant,1
WEST ST,Commercial,10
WEST ST,Industrial,3
WEST ST,Public & Quasi-Public,7
WEST ST,Residential,115
WEST ST,Vacant,9
WESTBOURNE ST,Residential,27
WESTBROOK ST,Public & Quasi-Public,1
WESTCHESTER RD,Residential,37
WESTCHESTER RD,Vacant,2
WESTCOTT ST,Residential,23
WESTCOTT ST,Vacant,1
WESTERLY ST,Residential,10
WESTERN AV,Commercial,46
WESTERN AV,Public & Quasi-Public,17
WESTERN AV,Residential,18
WESTERN AV,Residential (Mixed-Use),3
WESTERN AV,Vacant,9
WESTFORD PL,Residential,2
WESTFORD ST,Residential,16
WESTFORD ST,Vacant,1
WESTGATE RD,Vacant,1
WESTGLOW ST,Residential,51
WESTLAND AV,Commercial,2
WESTLAND AV,Public & Quasi-Public,8
WESTLAND AV,Residential,22
WESTMINSTER AV,Public & Quasi-Public,3
WESTMINSTER AV,Residential,15
WESTMINSTER AV,Vacant,1
WESTMINSTER ST,Public & Quasi-Public,1
WESTMINSTER ST,Residential,53
WESTMINSTER ST,Residential (Mixed-Use),1
WESTMINSTER ST,Vacant,4
WESTMINSTER TE,Public & Quasi-Public,4
WESTMINSTER TE,Residential,3
WESTMOOR CI,Residential,4
WESTMOOR RD,Residential,44
WESTMOOR TE,Residential,11
WESTMORE RD,Residential,51
WESTMORE RD,Vacant,1
WESTMORELAND ST,Residential,34
WESTMORELAND ST,Vacant,2
WESTMOUNT AV,Residential,13
WESTMOUNT AV,Vacant,1
WESTON ST,Public & Quasi-Public,18
WESTON ST,Residential,4
WESTON ST,Vacant,4
WESTOVER ST,Residential,44
WESTVILLE ST,Public & Quasi-Public,3
WESTVILLE ST,Residential,72
WESTVILLE ST,Vacant,15
WESTVILLE TE,Residential,5
WESTVILLE TE,Vacant,1
WESTWOOD ST,Commercial,1
WESTWOOD ST,Industrial,4
WESTWOOD ST,Vacant,4
WEYANOKE ST,Residential,13
WEYANOKE ST,Vacant,1
WEYBOSSET ST,Residential,23
WEYBOSSET ST,Vacant,3
WEYMOUTH AV,Residential,14
WEYMOUTH AV,Vacant,11
WHARF ST,Residential (Mixed-Use),1
WHARTON CT,Residential,5
WHEATLAND AV,Public & Quasi-Public,2
WHEATLAND AV,Residential,50
WHEATLAND AV,Vacant,1
WHEATLEY WY,Public & Quasi-Public,2
WHEELOCK AV,Residential,2
WHEELOCK AV,Vacant,2
WHIPPLE AV,Commercial,1
WHIPPLE AV,Residential,4
WHIPPLE AV,Vacant,8
WHITBY ST,Public & Quasi-Public,1
WHITBY ST,Residential,6
WHITBY ST,Vacant,1
WHITBY TE,Residential,6
WHITCOMB AV,Public & Quasi-Public,1
WHITCOMB AV,Residential,27
WHITCOMB AV,Vacant,4
WHITE OAK RD,Public & Quasi-Public,1
WHITE OAK RD,Residential,10
WHITE ST,Commercial,1
WHITE ST,Public & Quasi-Public,1
WHITE ST,Residential,52
WHITE ST,Residential (Mixed-Use),3
WHITE ST,Vacant,1
WHITE STREET PL,Residential,3
WHITE STREET PL,Vacant,1
WHITFIELD ST,Residential,48
WHITFORD ST,Residential,42
WHITFORD ST,Vacant,4
WHITING ST,Public & Quasi-Public,1
WHITING ST,Residential,22
WHITING ST,Vacant,5
WHITMAN ST,Residential,24
WHITMAN ST,Vacant,2
WHITRIDGE ST,Residential,14
WHITTEMORE ST,Residential,6
WHITTEMORE ST,Vacant,1
WHITTEMORE TE,Residential,6
WHITTEN ST,Residential,52
WICHITA TE,Residential,3
WICHITA TE,Vacant,1
WIDETT CI,Commercial,1
WIDETT CI,Public & Quasi-Public,4
WIDETT CI,Vacant,5
WIGET ST,Residential,7
WIGET ST,Vacant,1
WIGGIN ST,Residential,1
WIGGLESWORTH ST,Commercial,1
WIGGLESWORTH ST,Residential,25
WIGGLESWORTH ST,Residential (Mixed-Use),2
WIGGLESWORTH ST,Vacant,1
